1,21,24,42,45,47 
7,13,28,36,43,47 
29,37,38,45,47,48
7,25,30,44,46,47 
6,12,20,36,45,46 
20,23,36,37,47,48
20,26,36,37,43,44
15,19,23,26,38,49
6,29,31,37,40,42 
9,17,20,24,26,38 
2,14,18,21,23,30 
5,8,35,36,41,46  
4,9,34,38,48,49  
2,4,5,12,23,37   
3,32,33,42,47,48 
11,28,33,42,46,47
5,13,19,21,32,45 
3,11,16,38,43,44 
19,20,25,28,38,45
12,17,20,36,44,49
2,10,12,14,25,28 
10,11,18,32,35,39
1,9,12,38,39,43  
2,5,24,32,37,40  
5,7,19,22,23,42  
21,23,28,29,30,48
10,12,17,25,40,49
2,11,15,23,26,39 
5,6,7,35,36,37   
3,5,18,20,30,33  
3,6,8,17,34,37   
13,19,21,33,38,45
1,8,28,30,43,46  
8,13,16,25,34,39 
16,21,22,25,43,47
15,16,18,32,37,42
1,9,21,30,35,48  
3,7,9,18,41,42   
6,13,18,21,22,45 
3,10,11,13,21,36 
21,25,30,33,43,44
12,17,21,26,43,49
5,6,16,18,23,28  
5,9,15,29,34,49  
6,19,34,42,47,48 
6,12,23,33,40,49 
9,11,29,32,40,47 
7,25,35,42,43,47 
8,13,21,26,30,44 
3,5,10,16,18,42  
12,14,15,26,39,49
9,12,13,24,25,39 
2,4,9,12,19,20   
11,17,20,32,33,49
2,6,15,25,27,35  
3,8,11,13,25,42  
5,20,22,30,38,46 
15,17,20,35,38,48
5,16,18,28,40,49 
9,12,13,35,37,40 
8,15,17,23,28,49 
1,28,30,34,41,49 
10,13,14,20,29,36
13,17,22,25,44,46
8,22,24,31,47,48 
4,24,27,31,45,48 
3,5,8,15,33,44   
3,20,29,30,31,34 
1,10,11,30,33,42 
28,30,33,35,44,45
3,5,13,15,35,37  
2,13,28,29,35,44 
3,29,32,36,38,42 
6,8,21,25,33,42  
1,7,14,15,24,46  
17,25,26,35,42,46
9,27,34,36,37,41 
2,6,13,27,42,46  
3,9,22,31,35,46  
1,2,15,29,33,46  
13,20,25,41,42,48
8,11,18,32,34,40 
15,17,21,29,36,37
1,4,13,15,28,43  
2,3,11,27,34,36  
1,21,27,28,42,47 
5,8,12,27,37,44  
18,29,31,35,44,46
5,6,15,30,39,40  
12,16,19,27,39,47
9,10,17,18,28,36 
18,20,25,32,43,45
8,10,24,29,32,44 
25,28,33,39,46,47
1,18,19,22,36,44 
22,27,31,32,45,49
6,12,23,26,30,47 
13,16,25,38,45,47
11,28,31,34,45,47
8,16,17,28,38,40 
26,29,31,33,39,43
14,22,34,35,38,46
2,18,21,23,31,41 
7,12,15,24,26,49 
3,5,18,28,30,43  
6,18,19,32,46,48 
20,26,29,39,41,45
11,17,20,25,28,39
13,27,34,37,40,46
1,26,32,34,38,48 
21,23,29,32,33,41
2,12,21,22,29,35 
