1,3,6,31,35,37   
4,6,18,19,38,48  
15,20,22,30,43,44
11,22,31,36,41,45
14,15,16,27,29,34
20,31,35,37,39,43
18,22,24,27,28,40
9,17,18,20,24,45 
9,10,17,29,34,46 
1,20,21,23,32,40 
3,11,15,23,39,41 
4,6,9,41,46,47   
4,10,13,19,21,30 
26,27,36,37,40,45
2,20,26,28,37,46 
3,7,13,17,32,44  
15,31,32,36,43,45
11,17,24,33,36,39
1,2,12,13,43,48  
8,26,38,40,42,47 
7,17,25,27,31,36 
12,14,22,33,34,40
1,28,30,35,37,38 
4,17,20,24,39,45 
17,25,28,35,41,44
6,11,14,34,42,43 
6,37,39,44,46,47 
3,9,14,27,31,42  
1,7,16,23,30,31  
5,15,19,44,46,48 
3,12,13,14,21,42 
1,4,16,20,27,41  
1,4,11,23,28,37  
6,11,20,24,41,45 
3,4,16,29,30,36  
8,20,25,30,34,37 
15,19,25,26,33,38
4,6,32,36,39,46  
14,20,27,42,43,44
1,4,16,24,30,41  
18,24,25,27,31,41
2,6,14,34,36,40  
4,7,12,18,20,32  
1,8,9,13,14,30   
7,22,24,25,29,46 
3,5,7,13,29,33   
11,13,29,37,38,49
9,11,19,23,42,47 
6,13,29,41,46,47 
12,21,26,43,45,49
8,11,14,18,30,43 
4,18,21,33,34,49 
4,7,12,23,40,47  
6,7,11,18,23,24  
3,11,12,24,31,36
5,10,15,19,20,27
1,11,12,15,24,33
1,5,10,14,30,46
2,22,24,30,32,48
7,8,17,24,25,47
21,25,29,37,46,48
1,8,9,12,20,33
5,11,20,21,35,37
5,6,12,32,38,45
6,23,25,43,44,45
12,22,23,30,33,36
11,12,25,38,44,48
8,24,32,39,44,46
3,4,17,24,44,46
2,9,12,28,30,41
6,20,29,30,42,47
18,19,26,30,36,49
9,10,13,31,38,46
5,12,22,34,39,46
11,24,33,39,40,41
24,25,31,34,44,45
12,17,22,32,41,48
9,19,21,23,30,48
2,24,27,33,34,46
2,4,23,36,37,39
5,6,24,25,26,33
4,5,9,17,29,46
11,15,22,23,45,49
19,25,31,33,41,43
2,15,17,25,29,35
10,28,34,35,36,45
4,20,29,33,35,43
26,28,32,36,39,43
2,6,8,27,34,49
4,5,16,24,32,34
2,17,29,34,39,44
17,21,37,38,39,48
4,9,12,40,46,48
4,7,10,15,37,49
9,15,34,38,40,46
6,17,19,21,33,37
2,8,17,36,38,49
6,11,22,43,47,48
7,10,19,25,30,36
1,7,14,18,21,35
15,16,17,30,31,33
4,15,24,28,29,35
4,6,9,21,22,38
15,16,19,25,30,45
9,12,21,34,35,40
5,7,9,20,32,47
3,4,7,14,28,40
9,11,19,21,26,48
