5, 6, 9,30,42,44
8,10,14,27,28,29
21,34,39,44,45,46
8, 9,23,25,31,37
7,11,24,26,27,46
8, 9,13,22,36,40
4,10,13,27,35,42
2,13,14,23,28,48
9,14,17,28,32,48
7, 8,17,18,24,48
1,18,21,26,29,42
13,34,36,40,42,48
6,14,22,30,33,46
17,21,35,36,37,46
7,13,23,26,27,33
4,17,18,25,33,44
11,21,22,26,37,43
4,12,18,25,36,46
13,31,37,44,45,46
8,17,31,36,37,46
2, 3, 6,32,34,48
1,23,43,44,47,48
2,26,29,30,36,37
6, 7,14,15,30,45
5,10,28,33,39,43
6,13,19,27,33,38
17,21,24,35,41,47
20,24,30,31,37,48
2, 7, 8,10,11,13
21,24,30,37,41,45
9,27,32,36,37,48
8, 9,12,30,41,48
1,10,11,15,18,36
24,31,33,36,42,44
12,16,19,20,24,48
7,12,16,20,25,29
15,16,18,21,37,42
11,19,20,33,43,46
10,14,25,27,29,32
3, 7, 8,10,30,35
9,16,19,25,26,29
6,21,29,30,38,47
3,23,25,34,40,49
2,13,20,32,39,41
10,16,23,28,30,38
7,27,35,36,43,48
3, 4, 5,19,22,37
4, 5,14,16,20,46
9,10,14,17,25,31
3,15,18,38,41,45
4, 6,11,15,32,37
2,19,20,26,42,43
6, 8,11,15,18,30
7,15,16,19,22,39
4, 5, 8,19,22,25
12,23,27,38,47,48
7,21,33,35,39,41
11,12,30,32,45,47
2,10,24,33,35,48
1, 3, 5,14,18,40
5, 8, 9,19,28,46
5,10,14,26,33,47
7,17,19,21,26,49
4, 9,17,32,38,48
19,30,33,34,38,39
17,37,38,40,48,49
15,16,17,29,33,43
20,24,29,37,44,48
7,11,12,30,33,43
17,21,24,41,43,47
8,13,15,17,25,40
3, 5,14,18,19,31
2,25,28,38,39,47
3,14,16,24,36,46
15,17,18,38,39,45
6,11,15,27,32,43
2,17,18,22,38,40
1,10,16,30,36,44
3, 9,14,26,29,47
1, 5,22,28,39,44
3,26,30,32,38,45
13,20,22,38,47,49
9,25,33,43,48,49
9,15,22,24,26,30
2, 7, 8,39,45,49
4, 8,14,25,36,48
2, 6,17,22,44,45
23,25,27,39,40,48
4,15,16,29,40,49
2,10,12,22,36,48
2,10,11,24,36,45
6, 8,22,31,39,44
5,18,34,39,40,43
17,21,40,41,44,47
22,27,31,39,47,48
6,21,39,42,47,48
6, 7,26,27,45,48
7,12,17,18,26,38
5, 6, 9,13,27,36
5, 7,30,32,47,48
13,28,38,43,45,46
1, 5, 7,11,12,14
12,15,22,25,34,38
10,17,29,30,34,35
2,17,20,25,32,36
6,17,29,30,33,44
15,22,38,39,40,45
3,13,22,25,26,44
2,10,16,23,29,45
8,15,17,20,24,46
7,25,32,35,40,45
3, 7,14,31,32,35
2, 4, 9,19,31,46
2,13,14,22,29,36
2, 5,16,17,29,47
15,20,22,33,38,44
8,10,11,13,37,45
4,25,28,32,37,43
4, 6,26,36,37,38
2, 3,14,16,18,24
34,36,43,45,46,47
12,18,21,23,24,43
2,12,17,35,42,47
4, 5, 8,17,42,46
6, 8,28,33,47,49
8, 9,14,20,28,29
2,38,39,42,43,48
16,18,21,46,47,49
1,21,26,32,34,41
3, 7,22,28,31,47
1, 9,11,15,24,25
10,29,30,32,33,49
1, 3, 5,22,45,48
2,28,30,38,45,46
3, 5, 8,22,35,44
17,19,34,45,47,48
5,12,14,20,27,29
11,22,24,29,44,46
8, 9,20,29,39,49
12,22,28,30,32,36
1,16,20,25,28,29
1, 4, 7,38,43,44
7,15,18,20,21,35
1,13,20,21,23,27
32,33,38,40,41,47
1,10,13,15,25,27
1, 6,11,13,17,25
4, 8,23,32,33,47
11,12,15,26,27,39
1, 7, 9,10,32,43
10,12,24,31,39,49
2, 5,24,34,38,48
8,16,22,29,34,39
12,13,28,33,38,42
1, 5, 7,11,48,49
1, 2,13,28,37,46
19,21,22,32,36,46
2, 3,35,40,42,43
4, 6, 8,11,30,39
7,19,23,25,28,45
10,13,18,27,38,48
1, 3,16,24,36,37
2, 3,15,19,24,32
2, 9,14,26,28,30
3,13,19,25,37,45
5, 8, 9,21,30,44
4,14,31,33,44,48
21,23,25,28,31,34
5,20,21,40,46,48
13,16,19,36,40,43
12,15,18,23,44,49
6,11,21,24,25,26
24,25,30,32,36,42
5, 8,10,16,20,32
5,15,19,20,32,39
7, 8,11,22,29,41
7,18,21,25,37,41
1,19,23,28,40,41
1, 3,26,29,45,47
10,17,31,41,43,46
8, 9,16,21,28,29
1, 3,10,11,32,48
4, 5,11,27,31,49
24,25,26,40,43,46
7,12,33,37,42,46
6,15,21,23,37,49
2, 3,12,21,24,31
1,10,14,19,27,43
12,15,19,45,47,48
14,15,24,27,35,41
5, 8,19,36,37,43
3, 6,13,27,33,36
4,15,21,22,45,49
8,18,26,35,42,45
8,13,26,29,32,36
8,14,24,36,40,49
2, 9,18,20,21,25
2, 9,14,31,48,49
4, 8,15,31,44,49
8,10,33,36,43,46
1,18,22,33,38,46
11,13,25,41,43,48
10,21,35,44,48,49
5, 9,25,26,42,46
5, 7,10,21,26,32
10,15,21,27,36,49
5, 6,19,35,39,49
2, 5, 8, 9,39,44
3, 7,24,32,38,41
15,29,33,39,45,48
3,14,19,26,41,42
6,19,30,43,44,48
26,31,36,41,48,49
5, 8,15,22,27,33
6, 7,14,27,28,48
15,18,22,30,39,48
9,11,15,18,33,49
10,14,23,32,34,45
10,14,26,38,44,47
15,25,27,31,45,49
14,36,39,46,47,49
3, 6,26,46,48,49
6,16,38,39,42,47
2,10,18,27,42,48
4, 5, 9,11,14,23
9,12,14,34,36,38
1,11,26,27,39,42
15,18,20,31,39,43
19,21,25,32,42,43
5,14,18,26,33,46
10,22,24,31,38,44
3,16,22,25,33,46
3, 6,10,14,35,38
5,19,28,29,36,48
2, 3, 7,17,25,32
1, 6,11,15,35,49
10,27,33,39,47,49
5, 6, 8,11,23,28
4,16,24,29,36,45
14,20,27,33,42,45
1, 2, 9,18,29,37
7,31,34,42,46,47
2,28,30,35,46,49
5,14,22,23,34,36
1, 3, 6, 8,17,23
2, 4, 6,29,47,49
7, 8,15,22,23,43
26,31,35,37,40,41
8, 9,31,35,42,48
11,15,20,22,42,49
2,10,14,33,40,48
11,24,39,43,46,48
13,18,19,23,28,48
8,12,16,20,37,44
4,23,37,39,45,47
7,16,32,33,41,46
3,19,21,29,32,33
1,11,21,26,34,48
7,11,28,43,44,49
2, 8,11,18,26,37
14,16,24,25,36,45
5,14,21,26,40,44
2,16,24,30,40,43
10,24,31,39,45,46
26,28,29,30,39,43
1, 5,16,19,20,33
5,25,27,29,33,45
10,13,14,20,25,31
3,14,16,38,42,44
4,16,40,41,43,46
9,16,20,32,34,48
2,13,16,19,25,40
9,13,18,19,33,43
4,15,19,27,34,40
9,12,16,19,23,43
1,16,18,23,25,30
19,29,37,39,43,49
9,15,16,24,34,39
5,11,17,19,30,40
3,17,20,22,31,35
1,15,17,20,33,34
5,23,26,27,30,37
21,30,32,33,37,42
2, 7, 8,14,17,18
3,13,23,33,35,37
4,11,12,25,40,45
20,32,35,36,43,44
4,13,19,26,44,45
20,26,27,39,40,43
14,16,21,26,27,35
3,14,23,31,43,48
17,19,26,32,39,41
4,24,39,41,43,47
10,18,19,23,28,45
7,12,30,34,36,44
1, 4,19,24,28,42
15,17,19,25,38,44
4,24,29,34,39,41
1,11,16,18,35,49
1, 6,16,27,38,45
8,15,25,37,38,42
4, 9,21,25,39,46
9,20,27,39,43,46
7,22,37,41,42,49
1,11,14,17,26,43
13,17,18,44,45,49
2, 5, 6,15,39,46
18,21,25,37,42,47
12,19,32,35,39,49
15,16,24,26,29,49
8,10,18,39,45,48
2, 8,12,19,24,38
