14,19,37,38,40,41
6,11,16,19,26,41 
3,36,39,41,44,45 
11,16,19,20,43,49
13,14,29,34,38,45
21,26,29,30,42,47
3,12,17,23,35,47 
4,6,8,35,37,44   
1,3,19,22,34,35  
3,10,11,15,35,40 
13,27,31,34,44,45
1,5,25,37,38,48  
2,5,9,12,20,34   
6,12,16,21,36,47 
22,26,28,29,32,36
1,3,4,15,26,46   
9,14,22,27,42,44 
12,15,17,21,34,41
17,24,30,33,38,45
7,30,32,33,37,49 
11,17,19,22,35,43
14,21,31,36,39,43
13,26,31,40,46,47
1,6,10,15,37,49  
1,7,20,25,27,37  
7,29,31,32,38,45 
5,14,19,22,25,40 
15,22,29,33,36,39
11,19,34,35,41,44
10,24,32,34,37,38
1,10,16,31,33,40 
21,29,35,37,38,48
6,10,25,31,32,33 
11,20,24,25,28,33
16,22,38,40,47,49
11,12,16,17,20,41
4,19,24,32,43,48 
7,10,16,18,35,37 
10,12,20,31,39,44
7,8,25,30,35,45  
5,6,10,19,27,32  
6,27,37,39,42,49 
30,39,42,43,46,48
11,13,20,29,36,39
2,5,19,32,41,44  
8,10,14,19,39,49 
4,11,17,30,42,46 
1,7,17,23,25,32  
11,13,25,27,28,35
13,14,21,29,37,47
4,9,19,23,24,43  
7,11,17,26,34,46 
27,30,35,36,37,47
1,3,8,16,27,44   
2,12,15,25,30,35 
13,16,18,38,43,47
4,18,27,32,35,41 
20,25,34,38,44,46
1,3,34,41,43,46  
10,14,20,25,41,46
1,10,11,17,28,44 
1,6,9,12,23,35   
16,18,19,24,33,37
9,16,22,34,36,40 
15,19,26,32,46,47
4,21,25,27,39,43 
12,19,33,44,47,48
4,8,15,17,21,30  
1,4,11,17,19,41  
3,22,24,29,37,43 
1,2,17,33,36,41  
19,21,28,40,42,43
16,22,25,29,44,47
6,24,28,33,36,48 
6,11,23,40,43,48 
10,21,25,30,31,47
5,12,27,29,34,49 
4,11,36,37,43,49 
11,18,20,35,40,47
4,6,17,26,45,46  
8,20,27,30,41,44 
2,10,19,25,26,35 
2,20,28,36,37,49 
1,15,21,41,47,49 
5,12,19,22,25,41 
8,10,18,20,31,32 
1,6,12,14,34,35  
4,9,41,42,45,47  
3,12,20,23,42,46 
8,9,18,23,24,28  
2,15,18,26,32,38 
10,12,15,20,22,27
4,9,13,18,23,38  
4,10,19,25,34,42 
2,5,14,28,34,35  
5,13,20,28,34,46 
8,17,24,43,47,49 
16,19,24,27,32,33
3,16,30,31,37,47 
5,7,29,32,35,36  
2,8,9,27,28,42   
9,16,31,33,35,37 
1,2,7,16,27,46   
4,23,25,26,34,47 
8,10,13,44,48,49 
2,3,9,12,30,37   
10,13,23,33,43,46
6,11,21,39,45,49 
10,14,25,28,31,42
18,19,23,43,45,48
3,26,29,39,43,47 
11,22,28,36,41,42
11,26,27,28,35,47
3,4,18,24,35,48  
1,21,25,27,37,47 
4,5,9,25,33,45   
7,9,32,40,44,49  
6,22,23,24,30,45 
2,18,22,27,45,49 
16,27,28,35,43,47
1,9,21,39,40,49  
3,8,10,12,21,33  
1,4,8,30,45,48   
4,21,24,26,37,48 
4,10,16,19,30,33 
2,7,26,27,36,47  
3,10,20,26,27,29 
2,11,22,32,41,48 
12,15,29,31,46,47
14,22,44,45,47,48
6,8,19,39,41,49  
3,6,12,14,16,18  
3,7,18,27,28,44  
6,17,26,30,32,33 
4,21,25,32,35,41 
7,18,35,45,46,48 
10,13,14,17,35,42
1,9,12,21,22,36  
3,5,9,20,25,39   
5,9,18,20,29,42  
3,8,15,24,27,34  
10,19,21,35,46,47
10,27,35,36,44,48
14,17,18,35,36,39
1,13,14,30,37,43 
4,7,19,25,27,49  
14,18,29,31,43,48
14,17,19,20,32,39
17,19,33,38,41,43
2,7,15,17,40,45  
4,8,11,13,27,29  
14,18,20,27,46,49
7,8,14,16,28,32  
2,27,31,37,41,49 
2,12,17,20,22,48 
4,6,16,25,26,32  
14,19,28,35,39,47
9,16,19,27,34,37 
16,18,26,29,30,49
14,15,18,21,33,37
5,20,30,34,38,45 
6,20,24,37,42,47 
10,13,31,33,40,45
6,18,42,43,44,49 
4,12,16,18,28,34 
6,7,20,32,35,48  
12,20,22,31,39,40
11,12,19,38,47,49
1,2,6,28,29,46   
3,14,20,31,39,46 
10,38,43,44,45,46
1,18,23,30,38,43 
1,15,16,17,23,36 
4,22,24,31,40,41 
26,27,36,42,45,47
1,3,6,12,28,37   
2,4,26,33,41,49  
9,13,15,28,34,47 
4,15,25,26,48,49 
2,3,8,25,30,36   
4,7,25,26,39,49  
16,17,25,34,36,43
13,19,21,25,37,46
5,12,18,33,34,36 
18,23,35,39,44,45
1,27,30,33,36,46 
2,10,16,17,23,31 
6,14,22,35,37,45 
8,10,25,29,33,45 
1,2,4,5,20,31    
14,21,22,23,26,49
27,29,33,36,42,47
15,33,35,42,44,48
21,25,30,36,38,41
17,21,23,29,37,47
8,13,16,33,34,37 
10,27,28,30,37,41
1,4,7,17,30,44   
2,23,34,41,46,49 
7,10,11,21,42,48 
10,13,25,33,45,47
5,25,27,29,30,41 
11,18,23,25,27,31
3,21,24,31,36,44 
1,25,27,29,33,44 
2,16,17,33,37,40 
2,6,15,16,29,35  
2,9,15,18,36,49
2,9,13,18,26,34
27,29,30,39,47,48
20,29,31,34,35,47
5,9,27,38,43,49
10,11,19,21,39,42
11,21,24,32,38,41
4,9,20,22,43,47
1,7,10,21,37,40
6,15,21,24,26,41
6,24,26,28,34,42
5,10,14,20,43,45
1,7,26,31,32,35
1,11,16,34,47,49
6,11,23,24,42,47
2,6,24,32,34,42
3,9,18,22,34,41
3,5,17,21,34,44
14,19,27,33,35,38
13,17,22,25,32,40
11,20,26,42,46,49
11,21,24,25,33,37
16,28,32,40,41,45
1,22,23,29,39,49
5,6,7,27,31,45
6,10,33,34,42,49
6,18,19,22,25,47
3,5,10,30,40,46
4,8,11,14,17,35
9,16,17,36,39,43
9,11,16,18,22,39
4,6,7,20,25,38
1,5,18,27,32,46
19,28,31,33,35,44
10,13,26,39,41,44
2,3,11,13,18,38
9,10,15,23,39,45
2,3,7,10,21,22
7,11,17,22,45,49
6,21,37,41,46,49
3,5,10,16,19,27
20,22,25,35,41,49
6,11,22,30,32,47
3,6,13,18,31,35
11,19,26,30,35,40
5,12,16,17,21,46
4,11,21,40,41,46
19,30,41,44,48,49
